Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3045994183374041e-6,9.581717902831595e-7,8.293687026749653e-8,0.0028189289776263606,2.9776242884861114e-7,0.0005107984795812072,7.60852262576255e-7,2.0155335545292437e-7
2.6091988366748082e-6,1.916343580566319e-6,1.6587374053499305e-7,0.005637857955252721,5.955248576972223e-7,0.0010215969591624145,1.52170452515251e-6,4.0310671090584874e-7
3.913798255012212e-6,2.874515370849478e-6,2.488106108024896e-7,0.008456786932879082,8.932872865458334e-7,0.0015323954387436217,2.282556787728765e-6,6.046600663587731e-7
5.2183976733496165e-6,3.832687161132638e-6,3.317474810699861e-7,0.011275715910505442,1.1910497153944445e-6,0.002043193918324829,3.04340905030502e-6,8.062134218116975e-7
6.5229970916870206e-6,4.7908589514157975e-6,4.146843513374826e-7,0.014094644888131802,1.4888121442430557e-6,0.002553992397906036,3.8042613128812747e-6,1.0077667772646218e-6
7.827596510024425e-6,5.749030741698957e-6,4.976212216049791e-7,0.016913573865758164,1.786574573091667e-6,0.003064790877487243,4.5651135754575294e-6,1.2093201327175462e-6
9.132195928361829e-6,6.707202531982117e-6,5.805580918724756e-7,0.019732502843384524,2.084337001940278e-6,0.00357558935706845,5.325965838033784e-6,1.4108734881704705e-6
1.0436795346699233e-5,7.665374322265276e-6,6.634949621399721e-7,0.022551431821010885,2.382099430788889e-6,0.004086387836649657,6.086818100610039e-6,1.612426843623395e-6
1.1741394765036637e-5,8.623546112548434e-6,7.464318324074686e-7,0.025370360798637245,2.6798618596375e-6,0.004597186316230864,6.847670363186294e-6,1.8139801990763193e-6
1.3045994183374041e-5,9.581717902831593e-6,8.293687026749651e-7,0.028189289776263605,2.977624288486111e-6,0.005107984795812071,7.6085226257625485e-6,2.0155335545292435e-6
1.4350593601711445e-5,1.0539889693114752e-5,9.123055729424616e-7,0.031008218753889965,3.275386717334722e-6,0.005618783275393278,8.369374888338804e-6,2.217086909982168e-6
1.565519302004885e-5,1.1498061483397911e-5,9.952424432099582e-7,0.03382714773151633,3.573149146183333e-6,0.006129581754974485,9.130227150915059e-6,2.4186402654350923e-6
1.6959792438386253e-5,1.245623327368107e-5,1.0781793134774548e-6,0.03664607670914269,3.870911575031944e-6,0.006640380234555692,9.891079413491314e-6,2.6201936208880167e-6
1.8264391856723658e-5,1.3414405063964229e-5,1.1611161837449514e-6,0.03946500568676905,4.168674003880555e-6,0.007151178714136899,1.0651931676067568e-5,2.821746976340941e-6
1.9568991275061062e-5,1.4372576854247387e-5,1.244053054012448e-6,0.04228393466439541,4.466436432729167e-6,0.007661977193718106,1.1412783938643823e-5,3.0233003317938655e-6
2.0873590693398466e-5,1.5330748644530548e-5,1.3269899242799446e-6,0.04510286364202177,4.764198861577778e-6,0.008172775673299314,1.2173636201220078e-5,3.22485368724679e-6
2.217819011173587e-5,1.628892043481371e-5,1.4099267945474412e-6,0.04792179261964813,5.0619612904263896e-6,0.008683574152880522,1.2934488463796333e-5,3.4264070426997143e-6
2.3482789530073274e-5,1.724709222509687e-5,1.4928636648149379e-6,0.05074072159727449,5.359723719275001e-6,0.00919437263246173,1.3695340726372587e-5,3.6279603981526387e-6
2.4787388948410678e-5,1.820526401538003e-5,1.5758005350824345e-6,0.05355965057490085,5.657486148123612e-6,0.009705171112042938,1.4456192988948842e-5,3.829513753605563e-6
2.6091988366748082e-5,1.916343580566319e-5,1.658737405349931e-6,0.05637857955252721,5.955248576972224e-6,0.010215969591624146,1.5217045251525097e-5,4.031067109058487e-6
2.7396587785085486e-5,2.012160759594635e-5,1.7416742756174277e-6,0.05919750853015357,6.253011005820835e-6,0.010726768071205353,1.5977897514101352e-5,4.232620464511411e-6
2.870118720342289e-5,2.107977938622951e-5,1.8246111458849243e-6,0.06201643750777993,6.5507734346694466e-6,0.011237566550786561,1.6738749776677608e-5,4.434173819964335e-6
3.0005786621760295e-5,2.203795117651267e-5,1.9075480161524207e-6,0.06483536648540629,6.848535863518058e-6,0.01174836503036777,1.7499602039253865e-5,4.635727175417259e-6
3.13103860400977e-5,2.2996122966795832e-5,1.9904848864199173e-6,0.06765429546303266,7.146298292366669e-6,0.012259163509948977,1.826045430183012e-5,4.837280530870183e-6
3.2614985458435106e-5,2.3954294757078992e-5,2.073421756687414e-6,0.07047322444065902,7.444060721215281e-6,0.012769961989530185,1.9021306564406378e-5,5.038833886323107e-6
3.3919584876772514e-5,2.4912466547362153e-5,2.1563586269549105e-6,0.07329215341828539,7.741823150063891e-6,0.013280760469111393,1.9782158826982634e-5,5.240387241776031e-6
3.522418429510992e-5,2.5870638337645313e-5,2.239295497222407e-6,0.07611108239591176,8.039585578912502e-6,0.0137915589486926,2.054301108955889e-5,5.441940597228955e-6
3.652878371344733e-5,2.6828810127928474e-5,2.3222323674899037e-6,0.07893001137353813,8.337348007761112e-6,0.014302357428273809,2.1303863352135147e-5,5.643493952681879e-6
3.7833383131784736e-5,2.7786981918211635e-5,2.4051692377574003e-6,0.08174894035116449,8.635110436609723e-6,0.014813155907855017,2.2064715614711403e-5,5.845047308134803e-6
3.9137982550122144e-5,2.8745153708494795e-5,2.488106108024897e-6,0.08456786932879086,8.932872865458334e-6,0.015323954387436224,2.282556787728766e-5,6.046600663587727e-6
4.6159331182917356e-5,0.0014916416447863477,1.1879929655032686e-5,0.08457851578507408,1.3685184611074473e-5,0.01715661747314727,2.696938591608844e-5,7.86459896058248e-6
5.318067981571257e-5,0.0029545381358642006,2.1271753202040475e-5,0.0845891622413573,1.8437496356690612e-5,0.018989280558858318,3.111320395488922e-5,9.682597257577232e-6
6.020202844850778e-5,0.004417434626942053,3.066357674904826e-5,0.08459980869764053,2.318980810230675e-5,0.020821943644569366,3.5257021993689996e-5,1.1500595554571984e-5
6.7223377081303e-5,0.005880331118019906,4.005540029605605e-5,0.08461045515392375,2.794211984792289e-5,0.022654606730280413,3.9400840032490774e-5,1.3318593851566736e-5
7.42447257140982e-5,0.007343227609097759,4.944722384306384e-5,0.08462110161020697,3.2694431593539034e-5,0.02448726981599146,4.354465807129155e-5,1.5136592148561488e-5
8.126607434689342e-5,0.008806124100175613,5.883904739007163e-5,0.0846317480664902,3.7446743339155176e-5,0.02631993290170251,4.768847611009233e-5,1.695459044555624e-5
8.828742297968863e-5,0.010269020591253467,6.823087093707942e-5,0.08464239452277342,4.219905508477132e-5,0.028152595987413556,5.183229414889311e-5,1.8772588742550994e-5
9.530877161248384e-5,0.01173191708233132,7.76226944840872e-5,0.08465304097905664,4.695136683038746e-5,0.029985259073124604,5.597611218769389e-5,2.0590587039545746e-5
0.00010233012024527906,0.013194813573409174,8.7014518031095e-5,0.08466368743533986,5.1703678576003604e-5,0.03181792215883565,6.011993022649467e-5,2.2408585336540498e-5
0.00010935146887807427,0.014657710064487028,9.640634157810278e-5,0.08467433389162309,5.645599032161975e-5,0.0336505852445467,6.426374826529545e-5,2.422658363353525e-5
0.00011637281751086948,0.01612060655556488,0.00010579816512511057,0.08468498034790631,6.120830206723589e-5,0.03548324833025775,6.840756630409622e-5,2.6044581930530002e-5
0.0001233941661436647,0.017583503046642735,0.00011518998867211836,0.08469562680418953,6.596061381285203e-5,0.037315911415968794,7.2551384342897e-5,2.7862580227524754e-5
0.00013041551477645992,0.01904639953772059,0.00012458181221912615,0.08470627326047275,7.071292555846816e-5,0.03914857450167984,7.669520238169778e-5,2.9680578524519506e-5
0.00013743686340925515,0.020509296028798443,0.00013397363576613392,0.08471691971675598,7.54652373040843e-5,0.04098123758739089,8.083902042049856e-5,3.149857682151426e-5
0.00014445821204205037,0.021972192519876296,0.00014336545931314173,0.0847275661730392,8.021754904970043e-5,0.04281390067310194,8.498283845929934e-5,3.3316575118509014e-5
0.0001514795606748456,0.02343508901095415,0.00015275728286014953,0.08473821262932242,8.496986079531657e-5,0.044646563758812985,8.912665649810012e-5,3.5134573415503766e-5
0.00015850090930764083,0.024897985502032004,0.00016214910640715733,0.08474885908560564,8.97221725409327e-5,0.04647922684452403,9.32704745369009e-5,3.695257171249852e-5
0.00016552225794043605,0.026360881993109857,0.00017154092995416513,0.08474887295503036,9.447448428654884e-5,0.04831188993023508,9.741429257570168e-5,3.877057000949327e-5
0.00017254360657323128,0.02782377848418771,0.00018093275350117294,0.08474888682445508,9.922679603216498e-5,0.05014455301594613,0.00010155811061450245,4.058856830648802e-5
0.0001795649552060265,0.029286674975265565,0.00019032457704818074,0.0847489006938798,0.00010397910777778111,0.051977216101657175,0.00010570192865330323,4.2406566603482774e-5
0.00018658630383882173,0.03074957146634342,0.00019971640059518854,0.08474891456330452,0.00010873141952339725,0.05380987918736822,0.00010984574669210401,4.4224564900477526e-5
