Column1,Column2,Column3
0.0003048528338843064,0.0003405211477652933,0.00047175488202958133
7.968552826995376e-5,7.350674723266795e-5,5.6530837309129586e-5
9.1091051872364e-5,0.00018831614923574855,0.0005114413188498017
0.9034377659141021,0.15951974665359922,0.1789874480706225
0.00014930707696258222,0.00020468361007532708,0.00035199896494187896
0.09540767243465097,0.8392438745832053,0.8170438746436235
0.00020009655363767426,0.00028261314335649104,0.0013300969708690679
0.0003295286066200413,0.00014673796552994376,0.0012468543117543944
0.0046337997302444795,0.0005100154672882456,0.0015955388791573015
0.23657727730160502,0.0016632773030459053,0.0011423724094746207
0.007214495416220895,0.0005236761633939259,0.0010680885178835503
0.0028355730081454787,0.573994473974812,0.03425062512072699
0.0032468577610997697,0.0004652442676377256,0.0021344861562746704
0.7431225179522524,0.0009957084571493688,0.018927686949635137
0.001317726304639287,0.42053309738912076,0.32044887929973714
0.0010517525257926655,0.0013145069775521924,0.6204323226671106
0.0025505954208909646,0.006101204281440898,0.003392957058770158
0.9733194035502402,0.0018522820385735669,0.001264708034960073
0.004578909679297051,0.0015299301342122762,0.001954947545265928
0.00332439721577677,0.0014469563906155422,0.0021887710164076733
0.009872173406260565,0.0016278069803017802,0.0014036719426419055
0.0017976441177515448,0.0013961630148630337,0.0024417169636661356
0.002769482856438984,0.886427982830275,0.9836530466246209
0.0017873937533439835,0.09961767432971791,0.0037001808136670465
0.09488699988253219,0.027268679550398002,0.06371431403320817
0.22909057344217632,0.03184675725300381,0.13932871366351177
0.15837407291040534,0.03621584329985509,0.03191805150127625
0.04248394270242463,0.01997327050705755,0.5724913910187128
0.06508513396522718,0.19007454942693638,0.038172187825744455
0.05427748278133742,0.00910835240921885,0.04015531387401023
0.2945038963482416,0.026543094123794523,0.08048778736399723
0.06129789796765534,0.6589694534297358,0.033732240719539
0.09601642286013064,0.08023583346880445,0.19630868793695638
0.04445512344643467,0.0237113698273617,0.1668332211289259
0.12190234264593051,0.07290303376549241,0.1692590294893289
0.06822626512818805,0.01744664523892253,0.04959236146633639
0.30775952064062845,0.7074452824664913,0.04355360987873902
0.06121235140364248,0.03813392170363093,0.07175494928834163
0.20235697024248062,0.03968518367717711,0.18324813389274486
0.09807100363256457,0.02043872985211934,0.11945000691862688
0.09345899183893923,0.04728570441518052,0.118412661282497
0.1582248732778565,0.14438290855047117,0.034373725913977166
0.06300749752473234,0.0471818197232319,0.49844502903380605
0.1535238404871357,0.15045715251290231,0.11724334460822497
0.060662175872367705,0.1700888666762336,0.053121311687407434
0.23554352501963707,0.06657686112798408,0.051956828275212676
0.150534848682388,0.17221595605094628,0.07284854543440233
0.08504424729694364,0.20181073094305002,0.0535985537644725
