Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.95847251024294e-6,7.836288937194006e-7,2.0041115392487674e-7,0.00300139635008215,6.793330981545593e-8,0.0003286768346580932,7.904437675717434e-8,1.7065834863054492e-7
3.91694502048588e-6,1.5672577874388013e-6,4.008223078497535e-7,0.0060027927001643,1.3586661963091186e-7,0.0006573536693161864,1.5808875351434867e-7,3.4131669726108983e-7
5.87541753072882e-6,2.350886681158202e-6,6.012334617746303e-7,0.009004189050246449,2.037999294463678e-7,0.0009860305039742796,2.37133130271523e-7,5.119750458916348e-7
7.83389004097176e-6,3.1345155748776025e-6,8.01644615699507e-7,0.0120055854003286,2.717332392618237e-7,0.0013147073386323728,3.1617750702869734e-7,6.826333945221797e-7
9.7923625512147e-6,3.918144468597003e-6,1.0020557696243836e-6,0.01500698175041075,3.3966654907727963e-7,0.001643384173290466,3.952218837858717e-7,8.532917431527245e-7
1.1750835061457641e-5,4.701773362316403e-6,1.2024669235492603e-6,0.0180083781004929,4.0759985889273555e-7,0.001972061007948559,4.74266260543046e-7,1.0239500917832695e-6
1.3709307571700582e-5,5.485402256035804e-6,1.402878077474137e-6,0.02100977445057505,4.7553316870819146e-7,0.002300737842606652,5.533106373002204e-7,1.1946084404138144e-6
1.566778008194352e-5,6.269031149755204e-6,1.6032892313990137e-6,0.024011170800657202,5.434664785236474e-7,0.002629414677264745,6.323550140573947e-7,1.3652667890443593e-6
1.762625259218646e-5,7.052660043474605e-6,1.8037003853238904e-6,0.027012567150739353,6.113997883391033e-7,0.0029580915119228383,7.11399390814569e-7,1.5359251376749042e-6
1.9584725102429398e-5,7.836288937194006e-6,2.0041115392487673e-6,0.030013963500821503,6.793330981545593e-7,0.0032867683465809313,7.904437675717434e-7,1.706583486305449e-6
2.1543197612672337e-5,8.619917830913407e-6,2.204522693173644e-6,0.033015359850903654,7.472664079700152e-7,0.0036154451812390243,8.694881443289177e-7,1.877241834935994e-6
2.3501670122915275e-5,9.403546724632808e-6,2.404933847098521e-6,0.0360167562009858,8.151997177854711e-7,0.003944122015897117,9.48532521086092e-7,2.047900183566539e-6
2.5460142633158214e-5,1.018717561835221e-5,2.605345001023398e-6,0.03901815255106795,8.83133027600927e-7,0.004272798850555211,1.0275768978432663e-6,2.218558532197084e-6
2.7418615143401153e-5,1.0970804512071611e-5,2.805756154948275e-6,0.042019548901150096,9.510663374163829e-7,0.004601475685213304,1.1066212746004405e-6,2.389216880827629e-6
2.9377087653644092e-5,1.1754433405791012e-5,3.0061673088731517e-6,0.04502094525123224,1.0189996472318388e-6,0.004930152519871398,1.1856656513576147e-6,2.5598752294581738e-6
3.1335560163887034e-5,1.2538062299510414e-5,3.2065784627980286e-6,0.04802234160131439,1.0869329570472949e-6,0.005258829354529491,1.264710028114789e-6,2.7305335780887186e-6
3.329403267412997e-5,1.3321691193229815e-5,3.4069896167229055e-6,0.05102373795139654,1.1548662668627509e-6,0.005587506189187585,1.3437544048719632e-6,2.9011919267192635e-6
3.525250518437291e-5,1.4105320086949216e-5,3.6074007706477824e-6,0.054025134301478685,1.222799576678207e-6,0.005916183023845678,1.4227987816291374e-6,3.0718502753498084e-6
3.721097769461585e-5,1.4888948980668617e-5,3.8078119245726593e-6,0.05702653065156083,1.290732886493663e-6,0.006244859858503772,1.5018431583863116e-6,3.2425086239803533e-6
