Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72
0.05575165214778456,0.1691456426560489,0.14781172126553155,0.09854114751035437,0.13554278654078683,0.09036185769385788,0.14675469967198496,0.06345375881440897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011846581759813725,0.0005652004949064191,0.0006495768050977237,0.0010313547342436905,0.0005012182218986091,0.0008154104699774527,0.0003137376100725352,4.038460778978058e-5,0.00010648246352399715,0.0005120198341219658,0.0005775552186745301,0.0009129100263410278,0.00044780369548792326,0.0007233916282204083,0.0002844384826835921,3.67835886043322e-5,1.5804573993595096e-5,7.606621126614035e-5,8.342407100118305e-5,0.00012992973751954886,6.523233022663696e-5,0.00010339807386358414,4.26937325534862e-5,5.785519823797409e-6,0.00014047679876692692,0.0006653514976167083,0.0007138379373014432,0.001087383461542331,0.0005630412843448283,0.0008690580218489784,0.0003812433474065642,5.727340092424715e-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004915486814896466,0.014913157623904362,0.01303219795248245,0.008688131968321633,0.011950475984630336,0.007966983989753557,0.012939002943797032,0.00559456272221418
0.05566150441791616,0.16738816311079854,0.1475806024882805,0.09709836645997318,0.13536846933366878,0.08926304366069256,0.14664529223622486,0.06343975158895586,9.84943427397791e-6,0.0012437472036138332,1.1075879222664727e-5,0.0009839107982390338,5.483911177581162e-6,0.0007407996284386199,4.5818593784698305e-6,5.512856558202975e-7,1.0943815859975453e-6,0.0001381941337348703,1.2306532469627471e-6,0.00010932342202655929,6.093234641756846e-7,8.231106982651331e-5,5.090954864966477e-7,6.125396175781082e-8,0.00016408838155021173,0.0007805220592539003,0.0006842543642564488,0.0010885447895097105,0.0005273625218967508,0.0008599704676087207,0.00032911930181667533,4.233152178214064e-5,0.00011148558457924552,0.0005348183565284654,0.0006066831101846984,0.0009602560179427632,0.00046969985479716184,0.0007603879583241283,0.0002970344285561578,3.835922015483367e-5,1.6449295123090928e-5,7.914892992039895e-5,8.749238211129727e-5,0.00013684097276082762,6.824997704672963e-5,0.00010876482580263654,4.429758549511921e-5,5.92722922304615e-6,0.0001457819446396266,0.0006922097306136517,0.0007490160389044177,0.001148437749293085,0.000589042197107362,0.000916450678760257,0.00039461606064739344,5.794164335059518e-5,1.25738887603444e-10,2.27125129949627e-9,2.2008550297251927e-8,3.352544373898733e-8,2.0008437120441854e-7,3.088315771447317e-7,9.240905065587228e-7,9.157610419202404e-7,0.0049381150511564826,0.01502063252214953,0.013147936325331611,0.008865143703133703,0.012041440853845401,0.00810806275649128,0.012999441130386417,0.005602709149639323
0.05556758102464924,0.16561693206809716,0.14733872484943586,0.09564285584263787,0.1351859774073825,0.08815361035256539,0.14653095574119562,0.0634251084453032,1.969886854795582e-5,0.0024874944072276663,2.2151758445329454e-5,0.0019678215964780677,1.0967822355162325e-5,0.0014815992568772399,9.163718756939661e-6,1.102571311640595e-6,2.1871316795933364e-6,0.00027606687345595063,2.459392133754132e-6,0.00021823895567259222,1.2178529187685027e-6,0.00016435811638688247,1.0178117149170937e-6,1.224943763301192e-7,0.00020055567198145257,0.0009488795934154272,0.0007198626971217066,0.001142660710095896,0.0005542712446162716,0.0009027823993386173,0.00034507020408817475,4.4362478363395546e-5,0.0001280785145485353,0.0006125350334887328,0.0006378235330990235,0.0010111066753810405,0.0004931305176181452,0.0008000864157710497,0.00031061004741776216,4.0063865980481835e-5,1.714862993190756e-5,8.244452572553618e-5,9.180042086660473e-5,0.000144067716980219,7.145792402170117e-5,0.00011438649590818925,4.604373336392133e-5,6.1013806000278255e-6,0.00015150877632970287,0.000720632303586535,0.0007860778332473789,0.0012120381783386625,0.000616518146788078,0.0009658748845474694,0.0004090482364246627,5.887614284313399e-5,2.5622633971335874e-10,4.6341861629658536e-9,4.5101687134437164e-8,6.893327042879551e-8,4.0940852006898886e-7,6.345047789117753e-7,1.8805949488276576e-6,1.8422068060803417e-6,0.004961609742668955,0.015132448878681327,0.013269367664052121,0.009051998829467814,0.012136607733154439,0.008256767451348115,0.013062025700587315,0.005610969068180994
0.05546915501799399,0.1638270747266863,0.14708464697964166,0.09417333207224952,0.13499405802613484,0.08703236152307628,0.14641096966869688,0.06340971142675929,2.954830282193373e-5,0.0037312416108414995,3.3227637667994185e-5,0.0029517323947171013,1.6451733532743487e-5,0.0022223988853158597,1.3745578135409491e-5,1.6538569674608925e-6,3.2780699796432047e-6,0.0004135810519805181,3.6860097103539723e-6,0.00032670375592624653,1.825502326807836e-6,0.00024611332217702676,1.5261091338919478e-6,1.8371978448242837e-7,0.00023119005256910097,0.0010884978979191205,0.0007575795347967491,0.0011959003480418512,0.0005829805219802874,0.0009455658510213955,0.0003621495212765601,4.657161224196524e-5,0.00015055549646955364,0.0007171178585464583,0.0006707002006451188,0.0010636499801907548,0.0005179005370979915,0.0008412662698635688,0.00032506376371160226,4.188672410871454e-5,1.8386689452788843e-5,8.82583617748651e-5,9.637503061981808e-5,0.0001516820546382302,7.487477112351352e-5,0.00012031576462706115,4.793888126645101e-5,6.305451453032999e-6,0.00016021399793936074,0.0007627918747824885,0.0008252262700556636,0.0012786359029328498,0.0006456187162527801,0.0010176693705054004,0.00042461969715234605,6.0070540050683304e-5,3.91839801616514e-10,7.094144638813142e-9,6.933748720410204e-8,1.0630198091089407e-7,6.284966210059323e-7,9.777415437996285e-7,2.872081343478148e-6,2.7835945540435907e-6,0.00498604059749751,0.015248867841188589,0.013396802249464367,0.009249114627645128,0.01223621975230515,0.008413431149391472,0.01312693048778152,0.005619381727845614
0.05536552880599084,0.1620140826487826,0.14681699801121595,0.09268869566462108,0.13479151477248152,0.0858982397392049,0.14628463998612937,0.06339344659243261,3.939773709591164e-5,0.004974988814455333,4.430351689065891e-5,0.003935643192956135,2.193564471032465e-5,0.0029631985137544797,1.8327437513879322e-5,2.20514262328119e-6,4.366974298493995e-6,0.0005506869991684874,4.910263957028607e-6,0.00043466933532501086,2.4321692298574183e-6,0.0003275449033837565,2.0339408931545845e-6,2.449283961488115e-7,0.0002583427847692788,0.001212081752454733,0.0007981782918881888,0.0012496600736887228,0.0006141764730262086,0.0009894181126922131,0.000380731462533739,4.90223584144498e-5,0.0001756838954510862,0.0008332097056756543,0.0007054448269945703,0.0011171832535801151,0.000544160851707511,0.0008835218636930448,0.00034047978010822257,4.384657589000721e-5,2.0282258375174832e-5,9.711827086777449e-5,0.00010122451937270892,0.0001596603447803409,7.850611591028806e-5,0.00012653980011234536,4.9983706131326275e-5,6.537082326407329e-6,0.00017282763751628305,0.0008229165277251299,0.0008665749950775509,0.0013482135120813125,0.0006764295811151008,0.0010718525702734312,0.00044137673963180355,6.151688696453394e-5,5.35245189952702e-10,9.698019497516724e-9,9.478028440229033e-8,1.4572398569807626e-7,8.579260047314206e-7,1.339384183075197e-6,3.901311187632976e-6,3.744079865860236e-6,0.00501193798782142,0.015372343900715301,0.01353058404440789,0.00945698633730418,0.01234054452318957,0.00857844499022462,0.013194341424369009,0.005627985006851976
0.055256078565656605,0.16017416627937364,0.1465345466749417,0.09118809271190614,0.13457727182400864,0.08475038349774588,0.14615133204671107,0.06337621039198421,4.924717136988955e-5,0.006218736018069166,5.537939611332363e-5,0.0049195539911951695,2.7419555887905812e-5,0.0037039981421930998,2.2909296892349152e-5,2.7564282791014874e-6,5.4535861578549e-6,0.0006873244725687986,6.131882267224706e-6,0.0005420823766422909,3.0377368542828173e-6,0.0004086176620656795,2.5412536513476683e-6,3.061181303436126e-7,0.0002836248883489101,0.0013280262190037654,0.0008420735762995871,0.0013046996835305365,0.0006482301428119327,0.0010349329113312784,0.0004010247811075943,5.17497797805054e-5,0.00020176517428750757,0.0009531764687081082,0.0007423730151187838,0.0011715882320334756,0.0005722163836552827,0.0009268674596933126,0.000357025777175255,4.597514388925034e-5,2.2785786506804928e-5,0.00010876144934999784,0.0001063607864039754,0.0001679546476851484,8.236264634409873e-5,0.00013303154000657684,5.218233244395661e-5,6.795306642152141e-6,0.00018942714132816986,0.0009012093399872566,0.0009102522193217089,0.001420597498653157,0.0007090590396733529,0.0011283490111077508,0.00045937848042881466,6.321252775317416e-5,6.899408769215094e-10,1.2507136542668957e-8,1.2149791647099794e-7,1.872911584995774e-7,1.0983044479551218e-6,1.7202815586496231e-6,4.9711581965950215e-6,4.727691238560848e-6,0.00503998561296706,0.01550602556366722,0.013671074201706181,0.009676101005518169,0.012449862423691664,0.008752199371819643,0.013264450661891136,0.005636815266067973
0.05514026021483841,0.1583042930155554,0.14623620223099756,0.08967089847830421,0.13435037665083474,0.08358811620856894,0.14601047076763501,0.06335791017896249,5.909660564386746e-5,0.007462483221682999,6.645527533598836e-5,0.0059034647894342035,3.2903467065486974e-5,0.004444797770631719,2.7491156270818983e-5,3.307713934921785e-6,6.537616985582836e-6,0.000823424838239815,7.3505659763758995e-6,0.0006488854997482801,3.6420762808339816e-6,0.0004892935136485345,3.0479883873310347e-6,3.672866575593592e-7,0.00030811099867648065,0.001441598061712524,0.0008894219642378241,0.0013613384864022428,0.0006852841163522264,0.0010823536444676185,0.0004231194969411799,5.476809636671111e-5,0.00022801333027480455,0.0010738126534756648,0.0007818331934432301,0.0012269937706308484,0.0006023953984509965,0.0009714817954928293,0.00037488360764624057,4.830557606492113e-5,2.578710026898497e-5,0.00012266258627761505,0.00011180632621616051,0.00017652385932789993,8.646548800258045e-5,0.00013977126001291714,5.4545060116461946e-5,7.0807602533496575e-6,0.00020969672272760882,0.000996125300211353,0.0009564402365182423,0.0014956107914845791,0.0007436697158672669,0.0011870964827187568,0.0004787139687764552,6.516231176108712e-5,8.594945558320237e-10,1.5583514805731624e-8,1.4956217406405893e-7,2.3109002357454387e-7,1.3502782126586066e-6,2.121255712168985e-6,6.084639377497932e-6,5.738414704314594e-6,0.005070865167653386,0.015653023057194328,0.013818653895189511,0.009906910672966741,0.012564470866308314,0.008935067946268391,0.013337459103347105,0.005645908315059913
0.0550175989772759,0.15640209339841227,0.1459209891384633,0.08813667625760123,0.13410997843545477,0.08241091259020934,0.14586152824148646,0.06333846232408812,6.894603991784537e-5,0.008706230425296831,7.753115455865308e-5,0.006887375587673238,3.8387378243068136e-5,0.005185597399070339,3.207301564928881e-5,3.858999590742082e-6,7.618752973702128e-6,0.0009589128319091056,8.56599361832112e-6,0.0007550178004199435,4.245048020257561e-6,0.0005695318561916768,3.554080952759991e-6,4.284314307412653e-7,0.00033250184498426975,0.0015559145683395263,0.000940220471358116,0.001419620771588623,0.0007253388584682045,0.0011317059227525395,0.00044703294187721976,5.80784803126281e-5,0.0002541579370298424,0.0011942660330764756,0.0008241246621017123,0.0012835846558196047,0.0006349784786592532,0.0010175646339126178,0.00039421183565848425,5.0866154913807135e-5,2.9169654584411416e-5,0.00013828927367866853,0.00011759300495615666,0.0001853426241976766,9.084461249080602e-5,0.00014675181303192976,5.70874383279636e-5,7.395344412190919e-6,0.00023318543454217715,0.001105602416386288,0.0010053756237778566,0.0015731289409562635,0.0007804765899153453,0.001248081351505493,0.0004995013968893417,6.737791574878312e-5,1.0471912636250622e-9,1.8983899250149735e-8,1.7905046818765664e-7,2.7720164584827163e-7,1.614551351450223e-6,2.5431065780076138e-6,7.244987582686716e-6,6.7803138328680295e-6,0.005105188928064269,0.0158161103868661,0.013973734150786676,0.010149833598420154,0.012684694104771927,0.009127411204269935,0.013413581850073877,0.005655300689435376
0.0548876742615569,0.154465731304153,0.14558801689536208,0.0865851366141502,0.13385530146960128,0.08121836436486134,0.1457040090927592,0.06331778974289415,7.879547419182328e-5,0.009949977628910665,8.86070337813178e-5,0.00787128638591227,4.38712894206493e-5,0.0059263970275089594,3.6654875027758644e-5,4.41028524656238e-6,8.696658266632266e-6,0.0010937077708728163,9.77782283971289e-6,0.0008604151752295343,4.846502943342126e-6,0.0006492897879211444,4.0594623540759825e-6,4.895497031880643e-7,0.00035724535890687727,0.0016726814564748884,0.000994381941227713,0.001479434202386572,0.0007683196026211286,0.0011828933931939145,0.00047274500766039977,6.167522688023915e-5,0.00028019978118135714,0.0013147967584652104,0.0008694655477815621,0.0013415086348781719,0.000670171034631757,0.001065269384372382,0.00041513138224777104,5.367790461744899e-5,3.2834255959510326e-5,0.00015520482315061227,0.00012375762170627799,0.00019439982321088175,9.553459142544533e-5,0.00015397640629572965,5.982796091529915e-5,7.741702359343844e-6,0.0002594413949337535,0.0012276610647280711,0.0010573309396510698,0.0016530857232309373,0.0008197292787569991,0.001311336833904624,0.0005218789701407077,6.987583812918344e-5,1.2559124005104943e-9,2.2757996000421356e-8,2.1004750382741717e-7,3.257032533027352e-7,1.8919043130801938e-6,2.9866292456544825e-6,8.455722148989902e-6,7.857638897082921e-6,0.00514348017565443,0.015997654753113242,0.01413676540023543,0.010405265176070707,0.012810892383661386,0.009329586050218136,0.013493053315243865,0.005665030765038053
0.05475010542649294,0.1524937829962579,0.14523645449117448,0.0850161065111989,0.1335856221570184,0.08001015381704157,0.14553743811237962,0.06329581967390237,8.864490846580119e-5,0.0111937248325245,9.968291300398253e-5,0.008855197184151304,4.935520059823046e-5,0.0066671966559475795,4.1236734406228474e-5,4.961570902382677e-6,9.770976795944714e-6,0.0012277243099845458,1.0985691355612401e-5,0.0009650105109611115,5.446282738432312e-6,0.0007285222264356245,4.564058842304885e-6,5.506385364376245e-7,0.0003826225674746172,0.0017927132013499754,0.0010517844520078444,0.001540584896924426,0.000814120673415848,0.001235758634160977,0.0005002211244189991,6.554992564914535e-5,0.00030626641283263876,0.0014360786776759927,0.0009179907292565551,0.0014008419580865776,0.0007081021538194129,0.0011146809705448045,0.0004377250150729692,5.675458968103838e-5,3.670639651525744e-5,0.00017309224454683934,0.00013033719682829594,0.00020369344511833592,0.00010057022521989867,0.0001614540375969241,6.27857181074957e-5,8.122723240028858e-6,0.0002880730548634132,0.0013606438023068329,0.0011125916342284966,0.0017354570388983638,0.0008616904780999694,0.001376926309571124,0.000545993756499791,7.26751207636918e-5,1.4881348933605825e-9,2.6948753515197238e-8,2.426463893029092e-7,3.7667003215303546e-7,2.1832062510700492e-6,3.4526306085106904e-6,9.720697407339466e-6,8.974903967737047e-6,0.005186177384988177,0.016199651304464418,0.014308243495844428,0.010673589222951403,0.012943467680213795,0.009541954595614766,0.013576130571363315,0.005675139507122421
