Column1,Column2,Column3
6.944616693288966e-5,0.00017147107600520636,0.0010439534623251645
0.00027997890773699463,4.4762220535349215e-6,0.00019443168739623234
0.00021681724263588389,0.00018417220121396682,0.0002080997526693028
0.8944078436796153,0.16964744042668248,0.005125633113183506
2.640878088528564e-5,0.00015492334329290464,0.0002690648242955812
0.10477107415875696,0.8293896293533494,0.8214759467355811
0.000177088398153592,0.00038851062097167686,0.00167820702326048
5.134266528299031e-5,5.93767564308039e-5,0.17000466340128853
0.0032845008497920662,0.000672074559124789,0.0008054784747267891
0.418910011863078,0.0002582959340897873,0.0001997804591374034
0.0024904821402427194,0.0003047105677672467,0.001364111045926863
0.0010215323861857233,0.05780174658658008,0.00044624641790978146
0.0010544985433934909,0.0003611368923707667,0.0005721676591896558
0.5722024761739577,0.0012764496763707142,0.0013646992073680319
0.0009221066580344528,0.9369141559699958,0.5446559022040802
0.0001143913853159476,0.002411429813700778,0.4505916145316614
0.005402835676917256,0.0015360174954328525,0.004684239863419717
0.7539197715758859,0.0007561700817310188,0.005669739157472379
0.22945074917249775,0.0002120276498119827,0.0024178063548031203
0.0010678444250643683,0.0009142467696191846,0.08304381328667698
0.004141911206296574,0.0034276783866724683,0.0028839652463363546
0.0006725640933696109,0.000566386215733333,0.0022921284287916086
0.0026907013148849477,0.39040433982513334,0.8934535490172335
0.0026536225350835096,0.6021831335758658,0.0055547586452663845
0.05571399365179977,0.003738087526906844,0.01433039671433235
0.10422660921285855,0.0011059606383521225,0.007681070586875495
0.5220994029087407,0.002808371588530406,0.003926698350668452
0.009585787173066853,0.008142120740892149,0.019359819817083127
0.266049724020458,0.9737539357118741,0.9398049331609503
0.009003241095094035,0.0008133814988357633,0.004321596288352119
0.026686781754854377,0.003556823776889281,0.008039710883969813
0.006634460183127711,0.006081318517719244,0.0025357741977684502
0.0659404889538703,0.10915874148121865,0.06004060541317536
0.029092784118786984,0.22963062253721991,0.08842575095256214
0.5549020985684171,0.06272742756041841,0.13895220498807506
0.08290468384552359,0.42609728941004044,0.255919360462688
0.04122906303909538,0.07026151687725787,0.06241420672183219
0.055599586978648974,0.024192435043041895,0.15577429910105364
0.075237367867632,0.03248531432896435,0.03556318421287759
0.09509392662802559,0.04544665276183836,0.20291038814773607
0.05365146154145681,0.16108130267834783,0.2505325950705101
0.34659603893623764,0.1288033975349433,0.17673846069376145
0.09047720409189332,0.09195615137565537,0.18063895375635197
0.05743623670019913,0.2551881565821007,0.08237313522823937
0.14162193743408755,0.15360235044251208,0.0710559462205814
0.1618119181389893,0.03152028564152318,0.17216048961210006
0.048691377150474086,0.046211975930208204,0.01782479573282824
0.09971382600666208,0.1316363798147094,0.048675623685627466
