Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4343929092920936e-7,5.343809856262008e-8,1.024577720445704e-7,0.0018084748487933442,5.3474147562547274e-8,0.00152420860174566,7.582291179925056e-8,2.1250573431178157e-8
6.868785818584187e-7,1.0687619712524016e-7,2.049155440891408e-7,0.0036169496975866884,1.0694829512509455e-7,0.00304841720349132,1.5164582359850112e-7,4.2501146862356314e-8
1.0303178727876281e-6,1.6031429568786024e-7,3.073733161337112e-7,0.005425424546380033,1.6042244268764183e-7,0.00457262580523698,2.2746873539775167e-7,6.375172029353447e-8
1.3737571637168374e-6,2.1375239425048032e-7,4.098310881782816e-7,0.007233899395173377,2.138965902501891e-7,0.00609683440698264,3.0329164719700224e-7,8.500229372471263e-8
1.7171964546460467e-6,2.6719049281310037e-7,5.12288860222852e-7,0.00904237424396672,2.673707378127364e-7,0.0076210430087283,3.791145589962528e-7,1.0625286715589079e-7
2.0606357455752563e-6,3.206285913757204e-7,6.147466322674225e-7,0.010850849092760064,3.2084488537528366e-7,0.00914525161047396,4.549374707955034e-7,1.2750344058706894e-7
2.4040750365044658e-6,3.7406668993834047e-7,7.172044043119929e-7,0.012659323941553408,3.743190329378309e-7,0.010669460212219619,5.30760382594754e-7,1.4875401401824708e-7
2.7475143274336753e-6,4.275047885009605e-7,8.196621763565634e-7,0.014467798790346752,4.277931805003782e-7,0.012193668813965278,6.065832943940045e-7,1.7000458744942523e-7
3.090953618362885e-6,4.809428870635806e-7,9.221199484011338e-7,0.016276273639140096,4.812673280629255e-7,0.013717877415710938,6.82406206193255e-7,1.9125516088060338e-7
3.4343929092920943e-6,5.343809856262006e-7,1.0245777204457043e-6,0.01808474848793344,5.347414756254728e-7,0.015242086017456597,7.582291179925055e-7,2.1250573431178152e-7
3.777832200221304e-6,5.878190841888207e-7,1.1270354924902747e-6,0.019893223336726787,5.882156231880201e-7,0.016766294619202256,8.34052029791756e-7,2.3375630774295967e-7
4.121271491150513e-6,6.412571827514407e-7,1.2294932645348452e-6,0.021701698185520132,6.416897707505674e-7,0.018290503220947916,9.098749415910066e-7,2.550068811741378e-7
4.464710782079723e-6,6.946952813140608e-7,1.3319510365794156e-6,0.023510173034313478,6.951639183131147e-7,0.019814711822693575,9.856978533902572e-7,2.76257454605316e-7
4.808150073008932e-6,7.481333798766808e-7,1.434408808623986e-6,0.025318647883106823,7.486380658756621e-7,0.021338920424439235,1.0615207651895077e-6,2.9750802803649416e-7
5.151589363938142e-6,8.015714784393009e-7,1.5368665806685565e-6,0.02712712273190017,8.021122134382094e-7,0.022863129026184894,1.1373436769887582e-6,3.1875860146767234e-7
5.4950286548673514e-6,8.550095770019209e-7,1.639324352713127e-6,0.028935597580693515,8.555863610007567e-7,0.024387337627930553,1.2131665887880087e-6,3.400091748988505e-7
5.838467945796561e-6,9.08447675564541e-7,1.7417821247576974e-6,0.03074407242948686,9.09060508563304e-7,0.025911546229676213,1.2889895005872593e-6,3.612597483300287e-7
6.1819072367257705e-6,9.618857741271612e-7,1.8442398968022678e-6,0.032552547278280206,9.625346561258513e-7,0.027435754831421872,1.3648124123865098e-6,3.8251032176120686e-7
6.52534652765498e-6,1.0153238726897813e-6,1.946697668846838e-6,0.03436102212707355,1.0160088036883987e-6,0.02895996343316753,1.4406353241857603e-6,4.0376089519238503e-7
