Column1,Column2,Column3
0.0003515275873839143,4.183247067974154e-5,0.00011746474777869694
0.0001376107470015331,0.00013873463635279053,3.361617104308668e-5
1.7464837879020984e-5,6.25679647755358e-5,0.00016637780188403432
0.6341420238374805,0.3823019422083472,0.0003037445300779548
7.88818465926823e-5,0.00017554206369110493,0.00019819386440907263
0.36514915088037514,0.6169336852387582,0.37656238694501054
7.583825374374114e-5,0.00025312277278460827,0.006238828703756436
4.7502009543573634e-5,9.257264461086704e-5,0.6163793872360401
0.004021584573459704,0.0007003007012735067,0.0006465650192018542
0.7380091074818065,0.0008242364672089743,0.0006017832321243976
0.002407712541900966,0.0007820696966782492,0.0003381469258699243
0.0008504201455550213,0.0007881169516890741,0.0007521078895560564
0.002037131529783851,0.0006178555212867907,0.0007253881165936675
0.2496268160936117,0.00020165478176401027,0.003121263265277962
0.0016520062599310428,0.991442148954038,0.9933345843939669
0.001395221373951151,0.0046436169260613905,0.0004801611574091437
0.08808121680046306,0.1112594787717368,0.15448589386199726
0.0872706137928615,0.04789526219364959,0.16748618193783502
0.22889934256983763,0.17700065304991786,0.07099033065244474
0.19827884819234273,0.04201583184128479,0.03845319865531187
0.11115016661036399,0.09987376925426164,0.19542089716817237
0.09171952465229805,0.08291354215960443,0.26098110807650804
0.13084984903009916,0.3452209355085245,0.056222455156864234
0.06375043835173387,0.09382052722102042,0.05595993449086643
0.09104365039382688,0.1086690127555038,0.1668840555301799
0.0896125878966181,0.1359760615357806,0.048187641996627166
0.24839986014950322,0.22397783871735866,0.1072226090608456
0.18219473566376018,0.07689717764279248,0.1267966662578047
0.09811058506076177,0.2210715705214427,0.29900551184140356
0.09408376475139077,0.06983337962294085,0.11457995007321631
0.08424764677474128,0.04962605430420498,0.06624472793732403
0.11230716930939783,0.11394890489997604,0.0710788373025987
0.12544705658021346,0.09602266362271017,0.0858213966824549
0.11941405941719217,0.33930161384414587,0.20498446078945828
0.18647786759125518,0.07652306751534353,0.0853903482296966
0.12760208598333544,0.1724475098589954,0.07554928149531012
0.19140459699791385,0.03848169451582036,0.0362290705503597
0.046076321850501395,0.10570233240847048,0.2624813056474059
0.11422991377793912,0.08544995629886626,0.06906293000544454
0.08934809780164937,0.08607116193564793,0.1804812065998701
0.15726424429003297,0.12192335186951445,0.10540526594643508
0.06112837347669179,0.0843423794966679,0.127450285424455
0.1121042526922556,0.13146401733610696,0.16417959852278113
0.20698155709607308,0.18550411752321466,0.15714041960357453
0.1291214178578519,0.12231902883052187,0.019320892661943943
0.04873667349583641,0.11290101813536006,0.2443576002562617
0.10676764861264416,0.041647168346160196,0.0661492258207132
0.17789583247861412,0.19989891846245395,0.11599671176383546
